Reg. No.,1. Name of national platform,2. Name of facility,3. Authors,4. Title of publication,5. Journal,6. Volume,7. Issue,8. Pages y-x,9. Year of publication,10. Journal Impact factor 2014,Registered by,Created,Last update
229,Chemical Biology Consortium Sweden,The Laboratories for Chemical Biology at Karolinska Institutet (LCBKI),"Rubén Ferreira, Jesper R. Nilsson, Carlos Solano, Joakim Andréasson & Morten Grøtli
","Design, Synthesis and Inhibitory Activity of Photoswitchable RET Kinase Inhibitors",Sci Rep.,5,N/A,9769,2015,5.578,annika.jenmalm-jensen@ki.se,15/01/2016,,25944708
429,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Rydén M, Uzunel M, Hård JL, Borgström E, Mold JE, Arner E, Mejhert N, Andersson DP, Widlund Y, ..., Arner P",Transplanted Bone Marrow-Derived Cells Contribute to Human Adipogenesis.,Cell Metabolism,22,3,408-417,2015,17.565,per.kraulis@scilifelab.se,15/01/2016,,26190649
595,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Rydén M, Uzunel M, Hård JL, Borgström E, Mold JE, Arner E, Mejhert N, Andersson DP, Widlund Y, ..., Arner P",Transplanted Bone Marrow-Derived Cells Contribute to Human Adipogenesis.,Cell Metabolism,22,3,408-417,2015,17.565,per.kraulis@scilifelab.se,15/01/2016,,26190649
5,Regional,BioMaterial Interactions (BioMat),"S. Frykstrand, J. Forsgren, P. Zhang, M. Strømme, N. Ferraz","Cytotoxicity, in Vivo Skin Irritation and Acute Systemic Toxicity of the Mesoporous Magnesium Carbonate Upsalite®",J. Biomater Nanobiotech,6,N/A,257-266,2015,4.12,marjam.ott@angstrom.uu.se,16/12/2015,,[0]
151,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"S. L. Leong,H. Lantz,O. V. Pettersson,J. C. Frisvad,U. Thrane,H. J. Heipieper,J. Dijksterhuis,M. Grabherr,M. Pettersson,C. Tellgren-Roth,J. Schnurer","Genome and physiology of the ascomycete filamentous fungus Xeromyces bisporus, the most xerophilic organism isolated to date",Environ Microbiol,17,2,496-513,2015,6.201,Inger.jonasson@igp.uu.se,14/01/2016,,25142400
154,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"S. Manzoor,B. Muller,A. Niazi,A. Schnurer,E. Bongcam-Rudloff",Working draft genome sequence of the mesophilic acetate oxidizing bacterium Syntrophaceticus schinkii strain Sp3,Stand Genomic Sci,10,,99,2015,,Inger.jonasson@igp.uu.se,14/01/2016,,26566424
153,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"S. R. P. Madawala, Manubolu, M., Asp, M., Gokturk, C., & Malmlöf, K.",Anti-Obesity Effects and Metabolism in DIO Mice of a Novel Hybrid Lipid with Lauric and Lipoic Acid,J Obes Weight Loss Ther,5,256,,2015,0.94,Inger.jonasson@igp.uu.se,14/01/2016,,[0]
175,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"S. Voisin,M. S. Almen,G. Moschonis,G. P. Chrousos,Y. Manios,H. B. Schioth",Dietary fat quality impacts genome-wide DNA methylation patterns in a cross-sectional study of Greek preadolescents,Eur J Hum Genet,23,5,654-62,2015,4.349,Inger.jonasson@igp.uu.se,14/01/2016,,25074463
8,Regional,BioMaterial Interactions (BioMat),"S.Pujari-Palmer, M.Pujari-Palmer, M. Karlsson Ott",Reduced oxidative stress in primary human cells by antioxidant released from nanoporous alumina,Journal of Biomedical Research Part B,N/A,N/A,N/A,2015,2.759,marjam.ott@angstrom.uu.se,16/12/2015,,25952986
206,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Sadanandan, S.K., Baltekin, O., Magnusson, K.E.G., Boucharin, A., Ranefall, P., Jalden, J., Elf, J., Wahlby, C.",Segmentation and Track-analysis in Time-lapse Imaging of Bacteria,"Selected Topics in Signal Processing, IEEE Journal of",PP,99,1-1,2015,2.787,mikael.borg@bils.se,14/01/2016,,[0]
463,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Sahlén P, Abdullayev I, Ramsköld D, Matskova L, Rilakovic N, Lötstedt B, Albert TJ, Lundeberg J, Sandberg R",Genome-wide mapping of promoter-anchored interactions with close to single-enhancer resolution.,Genome Biology,16,-,156,2015,10.81,per.kraulis@scilifelab.se,15/01/2016,,26313521
546,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Sahlén P, Abdullayev I, Ramsköld D, Matskova L, Rilakovic N, Lötstedt B, Albert TJ, Lundeberg J, Sandberg R",Genome-wide mapping of promoter-anchored interactions with close to single-enhancer resolution.,Genome Biology,16,-,156,2015,10.81,per.kraulis@scilifelab.se,15/01/2016,,26313521
87,Regional,Advanced Mass Spectrometry Proteomics,"Samavat S , Kalantari S , Nafar M , Rutishauser D , Rezaei-Tavirani M , Parvin M , Zubarev RA
",Diagnostic urinary proteome profile for immunoglobulin a nephropathy,Iranian Journal of Kidney Diseases,9,3,239-248,2015,0.98,alexey.chernobrovkin@ki.se,11/01/2016,,25957429
51,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Sandin, M., Chawade, A., Levander, F.",Is label-free LC-MS/MS ready for biomarker discovery?,Proteomics Clin Appl,9,3-4,289--294,2015,2.956,mikael.borg@bils.se,29/12/2015,,25656266
52,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Sanli, K., Bengtsson-Palme, J., Nilsson, R. H., Kristiansson, E., Alm Rosenblad, M., Blanck, H., Eriksson, K. M.",Metagenomic sequencing of marine periphyton: taxonomic and functional insights into biofilm communities,Front Microbiol,6,N/A,1192,2015,3.989,mikael.borg@bils.se,29/12/2015,,26579098
312,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Savio D, Sinclair L, Ijaz UZ, Parajka J, Reischer GH, Stadler P, Blaschke AP, Blöschl G, Mach RL, Kirschner AKT, Farnleitner AH, Eiler A",Bacterial diversity along a 2600?km river continuum,Environ Microbiol,[Epub ahead of print],,n/a-n/a,2015,6.201,mathias.brannvall@medsci.uu.se,15/01/2016,,25922985
296,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Saw JH, Spang A, Zaremba-Niedzwiedzka K, Juzokaite L, Dodsworth JA, Murugapiran SK, Colman DR, Takacs-Vesbach C, Hedlund BP, Guy L, Ettema TJG",Exploring microbial dark matter to resolve the deep archaeal ancestry of eukaryotes,Philos Trans R Soc Lond B Biol Sci,370,1678,20140328,2015,7.055,mathias.brannvall@medsci.uu.se,15/01/2016,,26323759
182,Functional Genomics,Microbial Single Cell Genomics,"Saw, J.H., Spang, A., Zaremba-Niedzwiedzka, K., Juzokaite, L., Dodsworth, J.A., Murugapiran, S.K., Colman, D.R., Takacs-Vesbach, C., Hedlund, B.P., Guy, L. and Ettema, T.J.G., 2015",Exploring microbial dark matter to resolve the deep archaeal ancestry of eukaryotes,Phil. Trans. R. Soc. B,370,1678,20140328,2015,7.055,thijs.ettema@icm.uu.se,14/01/2016,,26323759
280,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Schlebusch CM, Gattepaille LM, Engström K, Vahter M, Jakobsson M, Broberg K",Human Adaptation to Arsenic-Rich Environments,Mol Biol Evol,32,6,1544-1555,2015,9.105,mathias.brannvall@medsci.uu.se,15/01/2016,,25739736
72,Structural Biology,Protein Science Facility,"Schmidberger JW, Schnell R, Schneider G.
",Structural characterization of substrate and inhibitor binding to farnesyl pyrophosphate synthase from Pseudomonas aeruginosa.,Acta Crystallogr. D Biol. Crystallogr.,71,Pt 3,721-31,2015,2.68,helena.berglund@ki.se,08/01/2016,,25760619
311,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Schulz F, Martijn J, Wascher F, Lagkouvardos I, Kostanjšek R, Ettema TJG, Horn M",A Rickettsiales Symbiont of Amoebae with Ancient Features,Environ Microbiol,[Epub ahead of print],,,2015,6.201,mathias.brannvall@medsci.uu.se,15/01/2016,,25908022
270,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Score J, Chase A, Forsberg LA, Feng L, Waghorn K, Jones AV, Rasi C, Linch DC, Dumanski JP, Gale RE, Cross NCP",Detection of leukemia-associated mutations in peripheral blood DNA of hematologically normal elderly individuals,Leukemia,29,7,1600-1602,2015,10.431,mathias.brannvall@medsci.uu.se,15/01/2016,,25627638
53,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Shah, Firoz, NicolÃ¡s, CÃ©sar, Bentzer, Johan, EllstrÃ¶m, Magnus, Smits, Mark, Rineau, Francois, CanbÃ¤ck, BjÃ¶rn, Floudas, Dimitrios, Carleer, Robert, Lackner, Gerald, Braesel, Jana, Hoffmeister, Dirk, Henrissat, Bernard, AhrÃ©n, Dag, Johansson, Tomas, Hibbett, David S., Martin, Francis, Persson, Per, Tunlid, Anders",Ectomycorrhizal fungi decompose soil organic matter using oxidative mechanisms adapted from saprotrophic ancestors,New Phytologist,N/A,N/A,n/a--n/a,2015,7.672,mikael.borg@bils.se,29/12/2015,,26527297
267,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Sheng Z, Pettersson ME, Honaker CF, Siegel PB, Carlborg Ö",Standing genetic variation as a major contributor to adaptation in the Virginia chicken lines selection experiment,Genome Biol,16,,219,2015,10.81,mathias.brannvall@medsci.uu.se,15/01/2016,,26438066
279,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Shungin D, Cornelis MC, Divaris K, Holtfreter B, Shaffer JR, Yu Y-H, Barros SP, Beck JD, Biffar R, Boerwinkle EA, Crout RJ, Ganna A, Hallmans G, Hindy G, Hu FB, Kraft P, McNeil DW, Melander O, Moss KL, North KE, Orho-Melander M, Pedersen NL, Ridker PM, Rimm EB, Rose LM, Rukh G, Teumer A, Weyant RJ, Chasman DI, Joshipura K, Kocher T, Magnusson PK, Marazita ML, Nilsson P, Offenbacher S, Davey Smith G, Lundberg P, Palmer TM, Timpson NJ, Johansson I, Franks PW",Using genetics to test the causal relationship of total adiposity and periodontitis: Mendelian randomization analyses in the Gene-Lifestyle Interactions and Dental Endpoints (GLIDE) Consortium,Int J Epidemiol,44,2,638-650,2015,9.176,mathias.brannvall@medsci.uu.se,15/01/2016,,26050256
243,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Shungin D, Winkler TW, Croteau-Chonka DC, Ferreira T, Locke AE, Magi R, Strawbridge RJ, Pers TH, Fischer K, Justice AE, Workalemahu T, Wu JMW, Buchkovich ML, Heard-Costa NL, Roman TS, Drong AW, Song C, Gustafsson S, Day FR, Esko T, Fall T, Kutalik Z, Luan Ja, Randall JC, Scherag A, Vedantam S, Wood AR, Chen J, Fehrmann R, Karjalainen J, Kahali B, Liu C-T, Schmidt EM, Absher D, Amin N, Anderson D, Beekman M, Bragg-Gresham JL, Buyske S, Demirkan A, Ehret GB, Feitosa MF, Goel A, Jackson AU, Johnson T, Kleber ME, Kristiansson K, Mangino M, Mateo Leach I, Medina-Gomez C, Palmer CD, Pasko D, Pechlivanis S, Peters MJ, Prokopenko I, Stancakova A, Ju Sung Y, Tanaka T, Teumer A, Van Vliet-Ostaptchouk JV, Yengo L, Zhang W, Albrecht E, Arnlov J, Arscott GM, Bandinelli S, Barrett A, Bellis C, Bennett AJ, Berne C, Bluher M, Bohringer S, Bonnet F, Bottcher Y, Bruinenberg M, Carba DB, Caspersen IH, Clarke R, Warwick Daw E, Deelen J, Deelman E, Delgado G, Doney ASF, Eklund N, Erdos MR, Estrada K, Eury E, Friedrich N, Garcia ME, Giedraitis V, Gigante B, Go AS, Golay A, Grallert H, Grammer TB, Graszler J, Grewal J, Groves CJ, Haller T, Hallmans G, Hartman CA, Hassinen M, Hayward C, Heikkila K, Herzig K-H, Helmer Q, Hillege HL, Holmen O, Hunt SC, Isaacs A, Ittermann T, James AL, Johansson I, Juliusdottir T, Kalafati I-P, Kinnunen L, Koenig W, Kooner IK, Kratzer W, Lamina C, Leander K, Lee NR, Lichtner P, Lind L, Lindstrom J, Lobbens S, Lorentzon M, Mach F, Magnusson PKE, Mahajan A, McArdle WL, Menni C, Merger S, Mihailov E, Milani L, Mills R, Moayyeri A, Monda KL, Mooijaart SP, Muhleisen TW, Mulas A, Muller G, Muller-Nurasyid M, Nagaraja R, Nalls MA, Narisu N, Glorioso N, Nolte IM, Olden M, Rayner NW, Renstrom F, Ried JS, Robertson NR, Rose LM, Sanna S, Scharnagl H, Scholtens S, Sennblad B, Seufferlein T, Sitlani CM, Vernon Smith A, Stirrups K, Stringham HM, Sundstrom J, Swertz MA, Swift AJ, Syvanen A-C, Tayo BO, Thorand B, Thorleifsson G, Tomaschitz A, Troffa C, van Oort FVA, Verweij N, Vonk JM, Waite LL, Wennauer R, Wilsgaard T, Wojczynski MK, Wong A, Zhang Q, Hua Zhao J, Brennan EP, Choi M, Eriksson P, Folkersen L, Franco-Cereceda A, Gharavi AG, Hedman AK, Hivert M-F, Huang J, Kanoni S, Karpe F, Keildson S, Kiryluk K, Liang L, Lifton RP, Ma B, McKnight AJ, McPherson R, Metspalu A, Min JL, Moffatt MF, Montgomery GW, Murabito JM, Nicholson G, Nyholt DR, Olsson C, Perry JRB, Reinmaa E, Salem RM, Sandholm N, Schadt EE, Scott RA, Stolk L, Vallejo EE, Westra H-J, Zondervan KT, The ADIPOGen Consortium, The CARDIOGRAMplusC D. Consortium, The CKDGen Consortium, The Gefos Consortium, The Genie Consortium, The Glgc, The Icbp, The International Endogene Consortium, The LifeLines Cohort Study, The Magic Investigators, The MuTher Consortium, The Page Consortium, The ReproGen C, Amouyel P, Arveiler D, Bakker SJL, Beilby J, Bergman RN, Blangero J, Brown MJ, Burnier M, Campbell H, Chakravarti A, Chines PS, Claudi-Boehm S, Collins FS, Crawford DC, Danesh J, de Faire U, de Geus EJC, Dorr M, Erbel R, Eriksson JG, Farrall M, Ferrannini E, Ferrieres J, Forouhi NG, Forrester T, Franco OH, Gansevoort RT, Gieger C, Gudnason V, Haiman CA, Harris TB, Hattersley AT, Heliovaara M, Hicks AA, Hingorani AD, Hoffmann W, Hofman A, Homuth G, Humphries SE, Hypponen E, Illig T, Jarvelin M-R, Johansen B, Jousilahti P, Jula AM, Kaprio J, Kee F, Keinanen-Kiukaanniemi SM, Kooner JS, Kooperberg C, Kovacs P, Kraja AT, Kumari M, Kuulasmaa K, Kuusisto J, Lakka TA, Langenberg C, Le Marchand L, Lehtimaki T, Lyssenko V, Mannisto S, Marette A, Matise TC, McKenzie CA, McKnight B, Musk AW, Mohlenkamp S, Morris AD, Nelis M, Ohlsson C, Oldehinkel AJ, Ong KK, Palmer LJ, Penninx BW, Peters A, Pramstaller PP, Raitakari OT, Rankinen T, Rao DC, Rice TK, Ridker PM, Ritchie MD, Rudan I, Salomaa V, Samani NJ, Saramies J, Sarzynski MA, Schwarz PEH, Shuldiner AR, Staessen JA, Steinthorsdottir V, Stolk RP, Strauch K, Tonjes A, Tremblay A, Tremoli E, Vohl M-C, Volker U, Vollenweider P, Wilson JF, Witteman J",New genetic loci link adipose and insulin biology to body fat distribution,Nature,518,7538,187-196,2015,41.456,mathias.brannvall@medsci.uu.se,15/01/2016,,25673412
24,Regional,Bioinformatics and Expression Analysis (BEA),"Siggens L, Cordeddu L, Rönnerblad M, Lennartsson A, Ekwall K.
",Transcription-coupled recruitment of human CHD1 and CHD2 influences chromatin accessibility and histone H3 and H3.3 occupancy at active chromatin regions.,Epigenetics Chromatin.,8,1,4. doi: 10.1186,2015,5.3,fredrik.fagerstrom-billai@ki.se,29/12/2015,,25621013
192,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Silvar, Cristina, Martis, Mihaela M., Nussbaumer, Thomas, Haag, Nicolai, Rauser, Ruben, Keilwagen, Jens, Korzun, Viktor, Mayer, Klaus F.X., Ordon, Frank, Perovic, Dragan",Assessing the Barley Genome Zipper and Genomic Resources for Breeding Purposes,The Plant Genome,8,3,0,2015,3.933,mikael.borg@bils.se,14/01/2016,,[0]
349,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Sinclair L, Osman OA, Bertilsson S and Eiler A",Microbial Community Composition and Diversity via 16S rRNA Gene Amplicons: Evaluating the Illumina Platform,PLoS One,10,2,e0116955,2015,3.234,mathias.brannvall@medsci.uu.se,15/01/2016,,25647581
55,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Siretskiy, A., Sundqvist, T., Voznesenskiy, M., Spjuth, O.",A quantitative assessment of the Hadoop framework for analyzing massively parallel DNA sequencing data,Gigascience,4,N/A,26,2015,-1,mikael.borg@bils.se,29/12/2015,04/01/2016,[2]
457,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Sjöstedt E, Fagerberg L, Hallström BM, Häggmark A, Mitsios N, Nilsson P, Pontén F, Hökfelt T, Uhlén M, Mulder J",Defining the Human Brain Proteome Using Transcriptomics and Antibody-Based Profiling with a Focus on the Cerebral Cortex.,Plos One,10,6,e0130028,2015,3.234,per.kraulis@scilifelab.se,15/01/2016,,26076492
540,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Sjöstedt E, Fagerberg L, Hallström BM, Häggmark A, Mitsios N, Nilsson P, Pontén F, Hökfelt T, Uhlén M, Mulder J",Defining the Human Brain Proteome Using Transcriptomics and Antibody-Based Profiling with a Focus on the Cerebral Cortex.,Plos One,10,6,e0130028,2015,3.234,per.kraulis@scilifelab.se,15/01/2016,,26076492
318,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Sjöström AE, Sandblad L, Uhlin BE and Wai SN",Membrane vesicle-mediated release of bacterial RNA,Sci Rep,5,,15329,2015,5.578,mathias.brannvall@medsci.uu.se,15/01/2016,,26483327
506,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Skoglund P, Ersmark E, Palkopoulou E, Dalén L",Ancient wolf genome reveals an early divergence of domestic dog ancestors and admixture into high-latitude breeds.,Current Biology : Cb,25,11,1515-1519,2015,9.571,per.kraulis@scilifelab.se,15/01/2016,,26004765
589,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Skoglund P, Ersmark E, Palkopoulou E, Dalén L",Ancient wolf genome reveals an early divergence of domestic dog ancestors and admixture into high-latitude breeds.,Current Biology : Cb,25,11,1515-1519,2015,9.571,per.kraulis@scilifelab.se,15/01/2016,,26004765
54,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Skoglund, C., Carlsen, A. L., Weiner, M., Kurz, T., Hellmark, T., Eriksson, P., Heegaard, N. H., Segelmark, M.",Circulating microRNA expression pattern separates patients with anti-neutrophil cytoplasmic antibody associated vasculitis from healthy controls,Clin. Exp. Rheumatol.,33,2 Suppl 89,64--71,2015,2.724,mikael.borg@bils.se,29/12/2015,,26016752
264,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Smeds L, Warmuth V, Bolivar P, Uebbing S, Burri R, Suh A, Nater A, Bureš S, Garamszegi LZ, Hogner S, Moreno J, Qvarnström A, Ruži? M, Sæther S-A, Sætre G-P, Török J, Ellegren H",Evolutionary analysis of the female-specific avian W chromosome,Nat commun,6,,7330,2015,11.47,mathias.brannvall@medsci.uu.se,15/01/2016,,[0]
130,Regional,Mutation Analysis Facility (MAF),"Soderlund-Strand, A.
Wikstrom, A.
Dillner, J.",Evaluation of human papillomavirus DNA detection in samples obtained for routine Chlamydia trachomatis screening,J Clin Virol,64,0,88-91,2015,3.016,kristina.duvefelt@ki.se,13/01/2016,,25728085
624,Regional,Array and Analysis Facility,"Sommer F, Nookaew I, Sommer N, Fogelstrand P, Bäckhed F.",Site-specific programming of the host epithelial transcriptome by the gut microbiota,Genome Biol,16,1,62,2015,10.8,anders.isaksson@medsci.uu.se,15/01/2016,,25887251
193,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Sommer, F., Nookaew, I., Sommer, N., Fogelstrand, P., Backhed, F.",Site-specific programming of the host epithelial transcriptome by the gut microbiota,Genome Biol.,16,N/A,62,2015,10.81,mikael.borg@bils.se,14/01/2016,,25887251
194,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Sooman, L., Freyhult, E., Jaiswal, A., Navani, S., Edqvist, P. H., Ponten, F., Tchougounova, E., Smits, A., Elsir, T., Gullbo, J., Lennartsson, J., Bergqvist, M., Ekman, S.",FGF2 as a potential prognostic biomarker for proneural glioma patients,Acta Oncol,54,3,385--394,2015,2.997,mikael.borg@bils.se,14/01/2016,,25263081
231,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Sork, Victoria L., Smouse, Peter E., Grivet, Delphine, Scofield, Douglas G.",Impact of asymmetric male and female gamete dispersal on allelic diversity and spatial genetic structure in valley oak (Quercus lobata N\'ee),Evolutionary Ecology,29,6,927--945,2015,3.232,mikael.borg@bils.se,15/01/2016,,[0]
246,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Spang A, Saw JH, Jorgensen SL, Zaremba-Niedzwiedzka K, Martijn J, Lind AE, van Eijk R, Schleper C, Guy L, Ettema TJG",Complex archaea that bridge the gap between prokaryotes and eukaryotes,Nature,521,7551,173-179,2015,41.456,mathias.brannvall@medsci.uu.se,15/01/2016,,25945739
508,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Spjuth O, Bongcam-Rudloff E, Hernández GC, Forer L, Giovacchini M, Guimera RV, Kallio A, Korpelainen E, Ka?du?a MM, ..., Vassilev D",Experiences with workflows for automating data-intensive bioinformatics.,Biology Direct,10,-,43,2015,4.658,per.kraulis@scilifelab.se,15/01/2016,,26282399
591,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Spjuth O, Bongcam-Rudloff E, Hernández GC, Forer L, Giovacchini M, Guimera RV, Kallio A, Korpelainen E, Ka?du?a MM, ..., Vassilev D",Experiences with workflows for automating data-intensive bioinformatics.,Biology Direct,10,-,43,2015,4.658,per.kraulis@scilifelab.se,15/01/2016,,26282399
91,Functional Genomics,Single Cell Proteomics,"Spyros Darmanis, Caroline Julie Gallant, Voichita Dana Marinescu, Mia Niklasson, Anna Segerman, Georgios Flamourakis, Simon Fredriksson, Erika Assarsson, Martin Lundberg, Sven Nelander, Bengt Westermark, Ulf Landegren",Simultaneous Multiplexed Measurement of RNA and Proteins in Single Cells,Cell Reports,14,N/A,1-10,2016,8.358,caroline.gallant@igp.uu.se,13/01/2016,,26748716
213,Bioimaging,Fluorescence Correlation Spectroscopy,"Stefan Wennmalm
Volodymyr Chmyrov
Jerker Widengren
Lars Tjernberg",Highly Sensitive FRET-FCS Detects Amyloid Beta-Peptide Oligomers in Solution at Physiological Concentrations,Analytical Chemistry,87,23,11700–11705,2015,5.6,stewen@kth.se,14/01/2016,14/01/2016,26489794
499,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Steglich B, Strålfors A, Khorosjutina O, Persson J, Smialowska A, Javerzat JP, Ekwall K",The Fun30 chromatin remodeler Fft3 controls nuclear organization and chromatin structure of insulators and subtelomeres in fission yeast.,Plos Genetics,11,3,e1005101,2015,7.528,per.kraulis@scilifelab.se,15/01/2016,,25798942
582,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Steglich B, Strålfors A, Khorosjutina O, Persson J, Smialowska A, Javerzat JP, Ekwall K",The Fun30 chromatin remodeler Fft3 controls nuclear organization and chromatin structure of insulators and subtelomeres in fission yeast.,Plos Genetics,11,3,e1005101,2015,7.528,per.kraulis@scilifelab.se,15/01/2016,,25798942
22,Regional,Bioinformatics and Expression Analysis (BEA),"Steglich B, Strålfors A, Khorosjutina O, Persson J, Smialowska A, Javerzat JP, Ekwall K.
",The Fun30 chromatin remodeler Fft3 controls nuclear organization and chromatin structure of insulators and subtelomeres in fission yeast.,EMBO Rep,16,12,1673-87,2015,9,fredrik.fagerstrom-billai@ki.se,29/12/2015,,25798942
282,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Steige KA, Reimegård J, Koenig D, Scofield DG, Slotte T",Cis-Regulatory Changes Associated with a Recent Mating System Shift and Floral Adaptation in Capsella,Mol Biol Evol,32,10,2501-2514,2015,9.105,mathias.brannvall@medsci.uu.se,15/01/2016,,26318184
97,Bioinformatics,Bioinformatics Long-term Support WABI,"Steige KA, Reimegård J, Koenig D, Scofield DG, Slotte T.",Cis-regulatory changes associated with a recent mating system shift and floral adaptation in Capsella.,Molecular Biology and Evolution,32,10,2501-2514,2015,9,thomas.svensson@scilifelab.se,13/01/2016,,26318184
232,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Steige, K. A., Reimegard, J., Koenig, D., Scofield, D. G., Slotte, T.",Cis-Regulatory Changes Associated with a Recent Mating System Shift and Floral Adaptation in Capsella,Mol. Biol. Evol.,32,10,2501--2514,2015,9.105,mikael.borg@bils.se,15/01/2016,,26318184
56,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Stella, Roberto, Biancotto, Giancarlo, Arrigoni, Giorgio, Barrucci, Federica, Angeletti, Roberto, James, Peter",Proteomics for the detection of indirect markers of steroids treatment in bovine muscle,PROTEOMICS,N/A,N/A,,2015,3.807,mikael.borg@bils.se,29/12/2015,,25757884
74,Structural Biology,Protein Science Facility,"Stellmacher L, Sandalova T, Leptihn S, Schneider G, Sprenger GA, Samland AK.
",Acid–Base Catalyst Discriminates between a Fructose 6-Phosphate Aldolase and a Transaldolase,ChemCatChem,7,19,3140-3151,2015,4.556,helena.berglund@ki.se,08/01/2016,,[0]
,Clinical Diagnostics,Clinical Genomics,"Stödberg T, McTague A, Ruiz AJ, Hirata H, Zhen J, Long P, Farabella I, Meyer
E, Kawahara A, Vassallo G, Stivaros SM, Bjursell MK, Stranneheim H, Tigerschiöld 
S, Persson B, Bangash I, Das K, Hughes D, Lesko N, Lundeberg J, Scott RC, Poduri 
A, Scheffer IE, Smith H, Gissen P, Schorge S, Reith ME, Topf M, Kullmann DM,
Harvey RJ, Wedell A, Kurian MA.",Mutations in SLC12A5 in epilepsy of infancy with migrating focal seizures.,Nat Commun.,2015 Sep 3;6,x,8038,2015,11.5,valtteri.wirta@scilifelab.se (manuellt Heidi),19/01/2016,,26333769
484,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Stödberg T, McTague A, Ruiz AJ, Hirata H, Zhen J, Long P, Farabella I, Meyer E, Kawahara A, ..., Kurian MA",Mutations in SLC12A5 in epilepsy of infancy with migrating focal seizures.,Nature Communications,6,-,8038,2015,11.47,per.kraulis@scilifelab.se,15/01/2016,,26333769
567,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Stödberg T, McTague A, Ruiz AJ, Hirata H, Zhen J, Long P, Farabella I, Meyer E, Kawahara A, ..., Kurian MA",Mutations in SLC12A5 in epilepsy of infancy with migrating focal seizures.,Nature Communications,6,-,8038,2015,11.47,per.kraulis@scilifelab.se,15/01/2016,,26333769
225,Chemical Biology Consortium Sweden,Laboratories for Chemical Biology Umeå (LCBU),"Stylianou M, Uvell H, Lopes JP, Enquist PA, Elofsson M, Urban CF.",Novel high-throughput screening method for identification of fungal dimorphism blockers.,J Biomol Screen,20,2,285-291,2015,2.42,mikael.elofsson@umu.se,15/01/2016,,25281739
377,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Sundell D, Mannapperuma C, Netotea S, Delhomme N, Lin YC, Sjödin A, Van de Peer Y, Jansson S, Hvidsten TR, Street NR",The Plant Genome Integrative Explorer Resource: PlantGenIE.org.,The New Phytologist,208,4,1149-1156,2015,7.672,per.kraulis@scilifelab.se,15/01/2016,,[0]
